id,incident_id,operator_id,region_id,raw_data_id,title,description,status,severity,start_time,end_time,estimated_fix_time,location,latitude,longitude,affected_services,created_at,updated_at,place
3980,INCSE0530814,1,2,,"{""sv"": ""INCSE0530814"", ""en"": ""INCSE0530814""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt.""}",resolved,medium,2026-03-20T07:28:25+01:00,2026-03-22 00:34:06.881665,2026-03-21T07:25:48+01:00,Västra Götalands län,57.69534132213706,11.951751710650068,"[""4g""]",2026-03-20T07:39:44.787748,2026-03-22 00:34:06.881665,9F9HMXW2+4P
3981,34587157,3,2,9163,"{""sv"": ""34587157"", ""en"": ""34587157""}","{""sv"": ""Fels\u00f6kning p\u00e5g\u00e5r"", ""en"": ""troubleshooting in progress""}",resolved,medium,2026-03-20 06:01:00.000000,2026-03-20 12:00:00.000000,2026-03-20 12:00:00.000000,Västra Götalands län,58.01795896846478,12.94875364531159,"[""4g"", ""5g""]",2026-03-20 06:44:37,2026-03-20 12:08:18.818634,9FCJ2W9X+5G
3982,34587320,3,1,9156,"{""sv"": ""34587320"", ""en"": ""34587320""}","{""sv"": ""Fels\u00f6kning p\u00e5g\u00e5r"", ""en"": ""troubleshooting in progress""}",resolved,medium,2026-03-12 08:23:00.000000,2026-03-20 12:20:00.000000,2026-03-20 12:20:00.000000,Stockholms län,59.35935172188762,18.023021954598,"[""4g"", ""5g""]",2026-03-20 07:44:38,2026-03-20 13:06:48.967044,9FFW925F+P6
3983,34587574,3,1,9157,"{""sv"": ""34587574"", ""en"": ""34587574""}","{""sv"": ""Fels\u00f6kning p\u00e5g\u00e5r"", ""en"": ""troubleshooting in progress""}",resolved,medium,2026-03-20 07:37:00.000000,2026-03-20 12:40:00.000000,2026-03-20 12:40:00.000000,Stockholms län,59.304982780314624,18.0365340490691,"[""4g"", ""5g""]",2026-03-20 07:44:38,2026-03-20 13:06:48.967044,9FFW823P+XJ
3984,34587432,3,19,9596,"{""sv"": ""34587432"", ""en"": ""34587432""}","{""sv"": ""Fels\u00f6kning p\u00e5g\u00e5r"", ""en"": ""troubleshooting in progress""}",resolved,medium,2026-03-20 08:32:00.000000,2026-03-21 14:00:00.000000,2026-03-20 13:00:00.000000,Västerbottens län,64.72807124159775,18.00222813734724,"[""4g"", ""5g""]",2026-03-20 07:44:38,2026-03-21 14:33:56.785863,9FPWQ27W+5X
3985,34587482,3,2,12919,"{""sv"": ""34587482"", ""en"": ""34587482""}","{""sv"": ""Fels\u00f6kning p\u00e5g\u00e5r"", ""en"": ""troubleshooting in progress""}",resolved,medium,2026-03-20 07:24:00.000000,2026-03-24 21:00:00.000000,2026-03-20 13:00:00.000000,Västra Götalands län,57.998649495795796,12.9702420347752,"[""4g"", ""5g""]",2026-03-20 07:44:38,2026-04-09 23:10:27.134602,9F9JXXMJ+45
3986,INCSE0530960,1,15,,"{""sv"": ""INCSE0530960"", ""en"": ""INCSE0530960""}","{""sv"": ""Just nu kan du uppleva st\u00f6rningar i mobiln\u00e4tet som bland annat p\u00e5verkar samtal, surf och andra mobila tj\u00e4nster."", ""en"": ""Just nu kan du uppleva st\u00f6rningar i mobiln\u00e4tet som bland annat p\u00e5verkar samtal, surf och andra mobila tj\u00e4nster.""}",resolved,medium,2026-03-20 09:32:00.000000,2026-03-21 10:34:17.888624,2026-03-21 09:34:00.000000,Dalarnas län,61.2548125,12.8803125,"[""4g""]",2026-03-20T10:59:53.344855,2026-03-21 10:34:17.888624," 7V3J+W4 Stöten, Sverige"
3987,INCSE0530985,1,21,,"{""sv"": ""INCSE0530985"", ""en"": ""INCSE0530985""}","{""sv"": ""Just nu kan du uppleva st\u00f6rningar i mobiln\u00e4tet som bland annat p\u00e5verkar samtal, surf och andra mobila tj\u00e4nster."", ""en"": ""Just nu kan du uppleva st\u00f6rningar i mobiln\u00e4tet som bland annat p\u00e5verkar samtal, surf och andra mobila tj\u00e4nster.""}",resolved,medium,2026-03-20T10:42:33+01:00,2026-03-22 00:34:06.881665,2026-03-21T10:43:58+01:00,Södermanlands län,59.44647133920433,16.329803469069446,"[""4g""]",2026-03-20T10:59:53.344855,2026-03-22 00:34:06.881665,9FFRC8WH+HW
3988,INCSE0530959,1,2,,"{""sv"": ""INCSE0530959"", ""en"": ""INCSE0530959""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt.""}",resolved,medium,2026-03-20T10:32:23+01:00,2026-04-09 23:10:27.134602,2026-03-31T18:04:00+01:00,Västra Götalands län,58.47933746333206,10.978088380430837,"[""4g""]",2026-03-20T10:59:53.344855,2026-04-09 23:10:27.134602,9FCGFXHH+P6
3989,INCSE0530962,1,12,,"{""sv"": ""INCSE0530962"", ""en"": ""INCSE0530962""}","{""sv"": ""Just nu kan du uppleva st\u00f6rningar i mobiln\u00e4tet som bland annat p\u00e5verkar samtal, surf och andra mobila tj\u00e4nster."", ""en"": ""Just nu kan du uppleva st\u00f6rningar i mobiln\u00e4tet som bland annat p\u00e5verkar samtal, surf och andra mobila tj\u00e4nster.""}",resolved,medium,2026-03-20 09:33:00.000000,2026-03-21 10:34:17.888624,2026-03-21 09:36:00.000000,Värmlands län,60.0646875,12.7893125,"[""4g""]",2026-03-20T10:59:53.344855,2026-03-21 10:34:17.888624," 3Q7Q+VP Kroksätern, Sverige"
3990,INCSE0530967,1,15,,"{""sv"": ""INCSE0530967"", ""en"": ""INCSE0530967""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt.""}",resolved,medium,2026-03-20 08:35:00.000000,2026-03-21 08:33:56.977578,2026-03-21 08:32:00.000000,Dalarnas län,61.2713702,12.8668914,"[""4g""]",2026-03-20T10:59:53.344855,2026-03-21 08:33:56.977578," VARGLYAN 51, 780 91, Sverige"
3991,INCSE0530966,1,18,,"{""sv"": ""INCSE0530966"", ""en"": ""INCSE0530966""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt.""}",resolved,medium,2026-03-20 09:35:00.000000,2026-03-21 09:33:45.769479,2026-03-21 09:32:00.000000,Jämtlands län,63.397437499999995,16.106187499999997,"[""4g""]",2026-03-20T10:59:53.344855,2026-03-21 09:33:45.769479," 94W4+XF Sandmon, Sverige"
3992,INCSE0530970,1,2,,"{""sv"": ""INCSE0530970"", ""en"": ""INCSE0530970""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt.""}",active,medium,2026-03-20T10:38:27+01:00,,,Västra Götalands län,58.36499550508846,13.844146730445228,"[""4g""]",2026-03-20T10:59:53.344855,2026-05-10T19:02:11.745647,9FCM9R7V+XM
3993,34588868,3,9,9936,"{""sv"": ""34588868"", ""en"": ""34588868""}","{""sv"": ""Fels\u00f6kning p\u00e5g\u00e5r"", ""en"": ""troubleshooting in progress""}",resolved,medium,2026-03-20 09:45:00.000000,2026-03-23 13:00:00.000000,2026-03-20 15:00:00.000000,Gotlands län,57.643754424424635,18.29243882308877,"[""4g"", ""5g""]",2026-03-20 10:06:25,2026-03-23 13:34:28.423948,9F9WJ8HC+5Q
3994,34587937,3,13,9177,"{""sv"": ""34587937"", ""en"": ""34587937""}","{""sv"": ""Fels\u00f6kning p\u00e5g\u00e5r"", ""en"": ""troubleshooting in progress""}",resolved,medium,2026-03-19 19:53:00.000000,2026-03-20 14:06:42.572717,2026-03-20 13:21:00.000000,Örebro län,59.26185570830413,15.17530250019235,"[""4g"", ""5g""]",2026-03-20 10:06:25,2026-03-20 14:06:42.572717,9FFQ756G+P4
3995,34588632,3,13,9224,"{""sv"": ""34588632"", ""en"": ""34588632""}","{""sv"": ""Fels\u00f6kning p\u00e5g\u00e5r"", ""en"": ""troubleshooting in progress""}",resolved,medium,2026-03-20 10:26:00.000000,2026-03-20 15:00:00.000000,2026-03-20 15:00:00.000000,Örebro län,59.25790186349416,15.212542319545957,"[""4g"", ""5g""]",2026-03-20 10:06:25,2026-03-20 18:58:51.024650,9FFQ7657+52
3996,34588526,3,1,9187,"{""sv"": ""34588526"", ""en"": ""34588526""}","{""sv"": ""Fels\u00f6kning p\u00e5g\u00e5r"", ""en"": ""troubleshooting in progress""}",resolved,medium,2026-03-12 08:23:00.000000,2026-03-20 18:58:51.024650,2026-03-20 14:27:00.000000,Stockholms län,59.36473817402812,18.08860036678412,"[""4g"", ""5g""]",2026-03-20 10:06:25,2026-03-20 18:58:51.024650,9FFW937Q+VC
3997,34588144,3,12,9235,"{""sv"": ""34588144"", ""en"": ""34588144""}","{""sv"": ""Underh\u00e5llsarbete"", ""en"": ""maintenance work""}",resolved,medium,2026-03-20 09:45:00.000000,2026-03-20 14:00:00.000000,2026-03-20 14:00:00.000000,Värmlands län,59.3744813575108,13.532711221308032,"[""4g"", ""5g""]",2026-03-20 10:06:25,2026-03-20 14:06:42.572717,9FFM9GFM+Q3
4013,INCSE0531047,1,12,,"{""sv"": ""INCSE0531047"", ""en"": ""INCSE0531047""}","{""sv"": ""Just nu kan du uppleva st\u00f6rningar i mobiln\u00e4tet som bland annat p\u00e5verkar samtal, surf och andra mobila tj\u00e4nster."", ""en"": ""Just nu kan du uppleva st\u00f6rningar i mobiln\u00e4tet som bland annat p\u00e5verkar samtal, surf och andra mobila tj\u00e4nster.""}",resolved,medium,2026-03-20T11:46:26+01:00,2026-03-24 00:34:27.691218,2026-03-23T08:43:48+01:00,Värmlands län,59.335991075824246,14.355010988327303,"[""4g""]",2026-03-20T11:59:53.829879,2026-03-24 00:34:27.691218,9FFP89P4+92
4014,INCSE0531043,1,13,,"{""sv"": ""INCSE0531043"", ""en"": ""INCSE0531043""}","{""sv"": ""Just nu kan du uppleva st\u00f6rningar i mobiln\u00e4tet som bland annat p\u00e5verkar samtal, surf och andra mobila tj\u00e4nster."", ""en"": ""Just nu kan du uppleva st\u00f6rningar i mobiln\u00e4tet som bland annat p\u00e5verkar samtal, surf och andra mobila tj\u00e4nster.""}",resolved,medium,2026-03-20T11:46:21+01:00,2026-03-24 00:34:27.691218,2026-03-23T08:43:48+01:00,Örebro län,59.370992135732514,14.460754396545893,"[""4g""]",2026-03-20T11:59:53.829879,2026-03-24 00:34:27.691218,9FFP9FC6+98
4015,INCSE0531042,1,12,,"{""sv"": ""INCSE0531042"", ""en"": ""INCSE0531042""}","{""sv"": ""Just nu kan du uppleva st\u00f6rningar i mobiln\u00e4tet som bland annat p\u00e5verkar samtal, surf och andra mobila tj\u00e4nster."", ""en"": ""Just nu kan du uppleva st\u00f6rningar i mobiln\u00e4tet som bland annat p\u00e5verkar samtal, surf och andra mobila tj\u00e4nster.""}",resolved,medium,2026-03-20T11:46:25+01:00,2026-03-24 00:34:27.691218,2026-03-23T08:43:48+01:00,Värmlands län,59.30025280489328,14.183349611352925,"[""4g""]",2026-03-20T11:59:53.829879,2026-03-24 00:34:27.691218,9FFP852M+48
4016,INCSE0531040,1,12,,"{""sv"": ""INCSE0531040"", ""en"": ""INCSE0531040""}","{""sv"": ""Just nu kan du uppleva st\u00f6rningar i mobiln\u00e4tet som bland annat p\u00e5verkar samtal, surf och andra mobila tj\u00e4nster."", ""en"": ""Just nu kan du uppleva st\u00f6rningar i mobiln\u00e4tet som bland annat p\u00e5verkar samtal, surf och andra mobila tj\u00e4nster.""}",resolved,medium,2026-03-20T11:46:22+01:00,2026-03-24 00:34:27.691218,2026-03-23T08:43:48+01:00,Värmlands län,59.363994810547986,14.117431642588151,"[""4g""]",2026-03-20T11:59:53.829879,2026-03-24 00:34:27.691218,9FFP9478+HX
4017,INCSE0531041,1,12,,"{""sv"": ""INCSE0531041"", ""en"": ""INCSE0531041""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt.""}",resolved,medium,2026-03-20T11:46:21+01:00,2026-03-24 00:34:27.691218,2026-03-23T08:43:48+01:00,Värmlands län,59.424124663374364,14.365997316448778,"[""4g""]",2026-03-20T11:59:53.829879,2026-03-24 00:34:27.691218,9FFPC9F8+J9
4018,INCSE0531045,1,13,,"{""sv"": ""INCSE0531045"", ""en"": ""INCSE0531045""}","{""sv"": ""Just nu kan du uppleva st\u00f6rningar i mobiln\u00e4tet som bland annat p\u00e5verkar samtal, surf och andra mobila tj\u00e4nster."", ""en"": ""Just nu kan du uppleva st\u00f6rningar i mobiln\u00e4tet som bland annat p\u00e5verkar samtal, surf och andra mobila tj\u00e4nster.""}",resolved,medium,2026-03-20T11:46:22+01:00,2026-03-24 00:34:27.691218,2026-03-23T08:43:48+01:00,Örebro län,59.18999894589083,14.319305421914548,"[""4g""]",2026-03-20T11:59:53.829879,2026-03-24 00:34:27.691218,9FFP58Q9+XP
4019,INCSE0531046,1,13,,"{""sv"": ""INCSE0531046"", ""en"": ""INCSE0531046""}","{""sv"": ""Just nu kan du uppleva st\u00f6rningar i mobiln\u00e4tet som bland annat p\u00e5verkar samtal, surf och andra mobila tj\u00e4nster."", ""en"": ""Just nu kan du uppleva st\u00f6rningar i mobiln\u00e4tet som bland annat p\u00e5verkar samtal, surf och andra mobila tj\u00e4nster.""}",resolved,medium,2026-03-20T11:46:37+01:00,2026-03-24 00:34:27.691218,2026-03-23T08:43:48+01:00,Örebro län,59.31987846752843,14.580230714916325,"[""4g""]",2026-03-20T11:59:53.829879,2026-03-24 00:34:27.691218,9FFP8H9J+X3
4020,INCSE0531044,1,12,,"{""sv"": ""INCSE0531044"", ""en"": ""INCSE0531044""}","{""sv"": ""Just nu kan du uppleva st\u00f6rningar i mobiln\u00e4tet som bland annat p\u00e5verkar samtal, surf och andra mobila tj\u00e4nster."", ""en"": ""Just nu kan du uppleva st\u00f6rningar i mobiln\u00e4tet som bland annat p\u00e5verkar samtal, surf och andra mobila tj\u00e4nster.""}",resolved,medium,2026-03-20T11:46:24+01:00,2026-03-24 00:34:27.691218,2026-03-23T08:43:48+01:00,Värmlands län,59.291137039532636,14.295959474642943,"[""4g""]",2026-03-20T11:59:53.829879,2026-03-24 00:34:27.691218,9FFP77RW+F9
4021,34588036,3,11,9264,"{""sv"": ""34588036"", ""en"": ""34588036""}","{""sv"": ""Fels\u00f6kning p\u00e5g\u00e5r"", ""en"": ""troubleshooting in progress""}",resolved,medium,2026-03-20 09:25:00.000000,2026-03-20 14:00:00.000000,2026-03-20 14:00:00.000000,Hallands län,56.92078693943276,12.85040135007437,"[""4g"", ""5g""]",2026-03-20 11:06:17,2026-03-20 14:06:42.572717,9F8JWVC2+85
4022,34589067,3,11,9265,"{""sv"": ""34589067"", ""en"": ""34589067""}","{""sv"": ""Fels\u00f6kning p\u00e5g\u00e5r"", ""en"": ""troubleshooting in progress""}",resolved,medium,2026-03-20 09:57:00.000000,2026-03-20 16:00:00.000000,2026-03-20 16:00:00.000000,Hallands län,56.91217276944391,12.808257571786658,"[""4g"", ""5g""]",2026-03-20 11:06:17,2026-03-20 18:58:51.024650,9F8JWR65+V8
4023,34589221,3,8,9220,"{""sv"": ""34589221"", ""en"": ""34589221""}","{""sv"": ""Fels\u00f6kning p\u00e5g\u00e5r"", ""en"": ""troubleshooting in progress""}",resolved,medium,2026-03-19 13:19:00.000000,2026-03-20 18:58:51.024650,2026-03-20 15:30:00.000000,Kalmar län,56.64157965964535,16.297982796960724,"[""4g"", ""5g""]",2026-03-20 11:06:17,2026-03-20 18:58:51.024650,9F8RJ7RX+J5
4024,34589437,3,8,9268,"{""sv"": ""34589437"", ""en"": ""34589437""}","{""sv"": ""Underh\u00e5llsarbete"", ""en"": ""maintenance work""}",resolved,medium,2026-03-20 11:31:00.000000,2026-03-20 16:00:00.000000,2026-03-20 16:00:00.000000,Kalmar län,56.64415986349541,16.34305395456606,"[""4g"", ""5g""]",2026-03-20 11:06:17,2026-03-20 18:58:51.024650,9F8RJ8VV+M6
4025,34589220,3,13,9225,"{""sv"": ""34589220"", ""en"": ""34589220""}","{""sv"": ""Fels\u00f6kning p\u00e5g\u00e5r"", ""en"": ""troubleshooting in progress""}",resolved,medium,2026-03-19 19:53:00.000000,2026-03-20 18:58:51.024650,2026-03-20 15:30:00.000000,Örebro län,59.311263584973624,15.1964045058439,"[""4g"", ""5g""]",2026-03-20 11:06:17,2026-03-20 18:58:51.024650,9FFQ856W+GH
4026,34589535,3,19,9325,"{""sv"": ""34589535"", ""en"": ""34589535""}","{""sv"": ""Fels\u00f6kning p\u00e5g\u00e5r"", ""en"": ""troubleshooting in progress""}",resolved,medium,2026-03-20 11:44:00.000000,2026-03-20 17:00:00.000000,2026-03-20 16:00:00.000000,Västerbottens län,64.72531502389087,18.091585504549997,"[""4g"", ""5g""]",2026-03-20 11:06:17,2026-03-20 18:58:51.024650,9FPWP3GR+4J
4027,34589881,3,8,9355,"{""sv"": ""34589881"", ""en"": ""34589881""}","{""sv"": ""Fels\u00f6kning p\u00e5g\u00e5r"", ""en"": ""troubleshooting in progress""}",resolved,medium,2026-03-19 13:19:00.000000,2026-03-20 16:15:00.000000,2026-03-20 16:15:00.000000,Kalmar län,56.68449508362748,16.332713325170793,"[""4g"", ""5g""]",2026-03-20 12:06:37,2026-03-20 18:58:51.024650,9F8RM8MM+Q3
4028,34589777,3,17,9285,"{""sv"": ""34589777"", ""en"": ""34589777""}","{""sv"": ""Fels\u00f6kning p\u00e5g\u00e5r"", ""en"": ""troubleshooting in progress""}",resolved,medium,2026-03-20 12:13:00.000000,2026-03-20 18:58:51.024650,2026-03-20 17:00:00.000000,Västernorrlands län,62.62156573382475,17.882503742225236,"[""4g"", ""5g""]",2026-03-20 12:06:37,2026-03-20 18:58:51.024650,9FJVJVCM+J2
4029,34588250,3,2,9287,"{""sv"": ""34588250"", ""en"": ""34588250""}","{""sv"": ""Fels\u00f6kning p\u00e5g\u00e5r"", ""en"": ""troubleshooting in progress""}",resolved,medium,2026-03-20 09:45:00.000000,2026-03-20 14:06:42.572717,2026-03-20 14:00:00.000000,Västra Götalands län,57.997396769097435,13.037166541099015,"[""4g"", ""5g""]",2026-03-20 12:06:37,2026-03-20 14:06:42.572717,9F9MX2WP+XV
4030,34589799,3,2,9331,"{""sv"": ""34589799"", ""en"": ""34589799""}","{""sv"": ""Underh\u00e5llsarbete"", ""en"": ""maintenance work""}",resolved,medium,2026-03-20 12:31:00.000000,2026-03-20 18:58:51.024650,2026-03-20 17:00:00.000000,Västra Götalands län,58.03137593309637,13.046806143697426,"[""4g"", ""5g""]",2026-03-20 13:05:06,2026-03-20 18:58:51.024650,9FCM22JW+HP
4031,34590533,3,2,9332,"{""sv"": ""34590533"", ""en"": ""34590533""}","{""sv"": ""Fels\u00f6kning p\u00e5g\u00e5r"", ""en"": ""troubleshooting in progress""}",resolved,medium,2026-03-20 13:28:00.000000,2026-03-20 18:58:51.024650,2026-03-20 18:00:00.000000,Västra Götalands län,58.0324166704455,12.982994396478661,"[""4g"", ""5g""]",2026-03-20 13:05:06,2026-03-20 18:58:51.024650,9FCJ2XJM+X5
4032,34525819,3,2,22032,"{""sv"": ""34525819"", ""en"": ""34525819""}","{""sv"": ""Fels\u00f6kning p\u00e5g\u00e5r"", ""en"": ""troubleshooting in progress""}",resolved,medium,2026-03-09 14:17:00.000000,2026-04-23 12:00:00.000000,2026-03-20 18:00:00.000000,Västra Götalands län,58.034306176535125,12.9698805167997,"[""4g"", ""5g""]",2026-03-20 14:05:01,2026-04-23 12:33:10.872156,9F9JXX83+R9
4033,INCSE0530975,1,6,,"{""sv"": ""INCSE0530975"", ""en"": ""INCSE0530975""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt.""}",resolved,medium,2026-03-20T10:41:15+01:00,2026-03-22 00:34:06.881665,2026-03-21T10:38:59+01:00,Jönköpings län,57.26716357681792,13.58322143743447,"[""4g""]",2026-03-20T19:51:24.355481,2026-03-22 00:34:06.881665,
4034,INCSE0531294,1,7,,"{""sv"": ""INCSE0531294"", ""en"": ""INCSE0531294""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt.""}",resolved,medium,2026-03-20T16:51:30+01:00,2026-03-24 00:34:27.691218,2026-03-23T08:48:48+01:00,Kronobergs län,56.74971111025839,14.356384279337997,"[""4g""]",2026-03-20T19:51:24.355481,2026-03-24 00:34:27.691218,
4035,34593023,3,8,9396,"{""sv"": ""34593023"", ""en"": ""34593023""}","{""sv"": ""Fels\u00f6kning p\u00e5g\u00e5r"", ""en"": ""troubleshooting in progress""}",resolved,medium,2026-03-19 13:19:00.000000,2026-03-20 23:34:00.297279,2026-03-20 23:29:00.000000,Kalmar län,56.63691802441811,16.34809988438139,"[""4g"", ""5g""]",2026-03-20 18:57:08,2026-03-20 23:34:00.297279,
4036,34593022,3,13,9399,"{""sv"": ""34593022"", ""en"": ""34593022""}","{""sv"": ""Fels\u00f6kning p\u00e5g\u00e5r"", ""en"": ""troubleshooting in progress""}",resolved,medium,2026-03-19 19:53:00.000000,2026-03-20 23:34:00.297279,2026-03-20 23:29:00.000000,Örebro län,59.28901295727434,15.256105780090353,"[""4g"", ""5g""]",2026-03-20 18:57:08,2026-03-20 23:34:00.297279,
4037,34593015,3,3,9403,"{""sv"": ""34593015"", ""en"": ""34593015""}","{""sv"": ""Fels\u00f6kning p\u00e5g\u00e5r"", ""en"": ""troubleshooting in progress""}",resolved,medium,2026-03-20 18:58:00.000000,2026-03-20 23:34:00.297279,2026-03-20 23:00:00.000000,Skåne län,55.92508163272621,13.499743586697312,"[""4g"", ""5g""]",2026-03-20 18:57:08,2026-03-20 23:34:00.297279,
4038,34592546,3,1,11739,"{""sv"": ""34592546"", ""en"": ""34592546""}","{""sv"": ""Fels\u00f6kning p\u00e5g\u00e5r"", ""en"": ""troubleshooting in progress""}",resolved,medium,2026-02-27 03:49:00.000000,2026-03-23 13:00:00.000000,2026-03-20 20:41:00.000000,Stockholms län,59.3530393735037,18.088927563288987,"[""4g"", ""5g""]",2026-03-20 18:57:08,2026-03-23 13:34:28.423948,
4039,34593135,3,1,9430,"{""sv"": ""34593135"", ""en"": ""34593135""}","{""sv"": ""Fels\u00f6kning p\u00e5g\u00e5r"", ""en"": ""troubleshooting in progress""}",resolved,medium,2026-03-20 17:00:00.000000,2026-03-21 01:34:34.242420,2026-03-21 00:48:00.000000,Stockholms län,59.333475598954074,18.054365429908028,"[""4g"", ""5g""]",2026-03-20 21:32:40,2026-03-21 01:34:34.242420,
4055,INCSE0531331,1,21,,"{""sv"": ""INCSE0531331"", ""en"": ""INCSE0531331""}","{""sv"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt."", ""en"": ""Just nu har vi en driftst\u00f6rning som kan p\u00e5verka dina tj\u00e4nster i omr\u00e5det. V\u00e5ra tekniker jobbar p\u00e5 att l\u00f6sa det s\u00e5 snart som m\u00f6jligt.""}",resolved,medium,2026-03-20T18:15:27+01:00,2026-03-24 00:34:27.691218,2026-03-23T14:00:00+01:00,Södermanlands län,59.37728849461547,16.43417358626836,"[""4g""]",2026-03-21T01:27:32.258275,2026-03-24 00:34:27.691218,
4056,34593166,3,13,9545,"{""sv"": ""34593166"", ""en"": ""34593166""}","{""sv"": ""Fels\u00f6kning p\u00e5g\u00e5r"", ""en"": ""troubleshooting in progress""}",resolved,medium,2026-03-19 19:53:00.000000,2026-03-21 05:34:16.502239,2026-03-21 04:44:00.000000,Örebro län,59.252965022694895,15.271460062164516,"[""4g"", ""5g""]",2026-03-21 00:34:09,2026-03-21 05:34:16.502239,
4072,34593101,3,13,9586,"{""sv"": ""34593101"", ""en"": ""34593101""}","{""sv"": ""Fels\u00f6kning p\u00e5g\u00e5r"", ""en"": ""troubleshooting in progress""}",resolved,medium,2026-03-19 19:53:00.000000,2026-03-21 06:34:33.810955,2026-03-21 06:15:00.000000,Örebro län,59.26828906241363,15.234650204505705,"[""4g"", ""5g""]",2026-03-21 01:32:52,2026-03-21 06:34:33.810955,
4073,34593171,3,2,9797,"{""sv"": ""34593171"", ""en"": ""34593171""}","{""sv"": ""Fels\u00f6kning p\u00e5g\u00e5r"", ""en"": ""troubleshooting in progress""}",resolved,medium,2026-03-21 03:31:00.000000,2026-03-21 08:00:00.000000,2026-03-21 08:00:00.000000,Västra Götalands län,58.01062783467439,12.974461454952891,"[""4g"", ""5g""]",2026-03-21 03:32:31,2026-03-21 08:33:56.977578,
